word,frequency,length
புரியாத,2694,4
சீக்கிரம்,2694,5
கிடைக்காத,2693,5
எகிப்து,2692,4
நம்மில்,2692,4
தொற்று,2691,3
சொல்லப்,2689,4
ஆவார்கள்,2689,5
வழங்கியுள்ளது,2688,8
விஞ்ஞானி,2687,4
திரட்டி,2687,4
தலைவருமான,2687,6
போராட,2686,3
நாளிதழ்,2686,4
காலத்துக்கு,2684,6
தலைவராகவும்,2683,7
பார்ப்பதற்கு,2683,7
நெஞ்சில்,2682,4
விஞ்ஞான,2682,4
சாட்சி,2682,3
தூக்கு,2682,3
கொல்லப்பட்ட,2681,7
தரப்படும்,2681,6
பள்ளிகளுக்கு,2681,7
அதிகரித்தது,2679,7
எழுச்சி,2679,4
வாக்கெடுப்பு,2679,6
ஜனநாயகம்,2679,6
நேர்ந்தது,2676,5
வைத்துள்ளனர்,2675,7
காணப்படுகின்றது,2673,9
காடுகள்,2673,4
எத்தகைய,2673,5
பணியாற்ற,2673,5
துருக்கி,2672,4
படங்களுக்கு,2669,7
காரைக்கால்,2668,5
மறுக்க,2665,4
மாநிலங்களவை,2665,7
ட,2665,1
லும்,2664,2
சுருக்கமாக,2663,6
மூழ்கி,2663,3
ஆடும்,2661,3
பாடல்களில்,2661,6
தொலைபேசியில்,2661,6
வாரி,2660,2
பெருமையை,2660,4
மையங்களில்,2659,6
குறிப்பில்,2659,5
ளது,2659,2
தீயணைப்பு,2659,5
அக்னி,2658,3
மலர்ந்த,2657,5
விண்ணில்,2657,4
சிலையை,2657,3
இருவருமே,2657,5
நேர்மையான,2657,5
மரத்தில்,2656,5
உணர்ந்த,2656,5
செய்யப்பட்டுள்ள,2656,9
வீட்டுக்குள்,2656,6
செடி,2655,2
இறக்கி,2655,4
தேர்ந்தெடுத்து,2655,7
உணர்வுகளை,2655,6
உள்ளிட்டவை,2654,6
ஜனநாயகக்,2654,6
கிம�,2653,2
கஷ்டம்,2653,4
ராஜாராமன்,2653,5
நோக்கிய,2652,4
அறைகள்,2652,4
புலம்,2652,3
கையெழுத்து,2652,5
எங்களின்,2652,5
எங்களுடைய,2651,6
சுகாதாரம்,2651,5
உதவிகளை,2651,5
கப,2651,2
உங்களைப்,2650,5
விளக்குகள்,2650,6
நாடாளுமன்றம்,2650,7
விற்கும்,2650,4
இடைவெளியில்,2649,6
தடவி,2649,3
டாலர்கள்,2649,5
நின்றான்,2648,4
வரையான,2648,4
ஆன்மிக,2648,4
நடவடிக்கையில்,2648,8
வேண்,2648,2
உருவாக,2647,4
நிரூபிக்க,2646,5
வைத்துள்ள,2646,5
பொதுமக்களின்,2646,7
கனிமொழி,2646,4
புனே,2645,2
வகையிலான,2645,5
காஷ்மீரில்,2645,5
வட்ட,2644,3
ய,2643,1
மூக்கு,2642,3
லேசாக,2642,3
நரம்பு,2641,4
துவங்கி,2641,4
பூரண,2640,3
உபகரணங்கள்,2640,8
என்னமோ,2639,4
ஆகிவிட்டது,2639,6
எங்களிடம்,2638,6
எம்பி,2638,3
இளங்கோவன்,2638,6
அந,2638,2
யோசிக்க,2637,4
உடல்நலம்,2637,6
ரசிகர்களுக்கு,2637,8
பொருள்களை,2636,5
பெரியவர்கள்,2636,7
வைக்கப்படும்,2636,7
படுத்தி,2636,4
அறிவிக்கப்பட்ட,2636,9
சந்திரபாபு,2636,6
நண்பர்களுடன்,2635,8
பூண்டு,2634,3
பாடகர்,2634,4
சற்றும்,2634,4
கோர்ட்,2634,3
ஆர்டர்,2633,4
தரை,2632,2
இடிந்து,2632,4
செய்பவர்கள்,2632,7
ஆதரித்து,2631,5
இவையெல்லாம்,2630,6
பயணத்தில்,2630,6
கேள்வியை,2629,4
கண்மணி,2629,4
ரூபாயை,2629,3
தேவைகள்,2628,4
சிந்தனைகள்,2628,6
நட,2626,2
பாதுகாப்புத்,2626,6
அதிகப்படியான,2625,8
வரம்பு,2623,4
கல்லூரியின்,2623,6
அமைப்புகளின்,2623,7
பாகுபலி,2623,4
அழைத்துக்,2622,5
உண்மையாக,2622,5
டாம்,2621,2
ஆண்டுகளுக்கும்,2620,8
கோபால்,2620,3
எழுதியிருக்கிறார்,2619,9
திறமையை,2619,4
நகருக்கு,2618,5
விண்ணப்பம்,2618,6
உணவுகளை,2618,5
கொள்கிறார்கள்,2616,7
உள்ளாட்சித்,2616,6
படத்தைப்,2616,5
மாடுகள்,2615,4
இருந்திருந்தால்,2615,8
மட்டுமன்றி,2614,6
வந்துள்ளனர்,2613,7
வாகனங்களில்,2613,7
வைத்துள்ளார்,2613,6
இயக்குநர்கள்,2613,8
பயன்பாட்டில்,2612,7
செய்தவர்,2611,5
ஒழிக்க,2611,4
ஏகப்பட்ட,2611,6
பவுண்டரி,2611,5
இப்பகுதி,2610,5
கேட்,2610,2
ஒருங்கிணைப்பாளர்,2610,9
செல்வதற்கு,2608,6
யாரு,2608,2
எக்ஸ்,2608,3
நிரந்தரமாக,2606,7
நகைகள்,2606,4
திட்டத்துக்கு,2606,7
விடுவது,2605,4
அமைச்சரவையில்,2605,8
கிடைத்தால்,2605,5
விதிமுறைகள்,2605,6
பிரசாரம்,2605,5
வேண்டுமே,2604,4
அனைத்துமே,2604,5
சோகம்,2603,3
தொடங்கின,2602,5
ஈடுபட்டார்,2602,6
கருதுகின்றனர்,2600,8
நீலகிரி,2600,4
மௌனம்,2599,3
இப்போதைக்கு,2599,6
சென்றுள்ளார்,2599,6
ஆண்களுக்கு,2597,6
வெல்ல,2597,3
தாய்லாந்து,2596,5
இனிப்பு,2596,4
கொள்கைகளை,2595,5
தொழிலாளி,2595,4
வெளிநாட்டில்,2594,6
வேளைகளில்,2593,5
நெருக்கமாக,2593,6
ஏனோ,2593,2
விதைகள்,2591,4
பங்கேற்கும்,2591,6
அணையில்,2591,4
இருத்தல்,2590,5
இடமாக,2589,4
சிறுபான்மை,2589,5
வெல்லும்,2589,4
விவேக்,2589,3
நினைக்க,2588,4
பொதுக்,2587,3
திரண்டு,2586,4
வருடங்களில்,2586,7
னக,2586,2
அகாடமி,2585,4
விலக,2585,3
உத்யோகத்தில்,2585,7
ஜியோ,2584,2
விடுத்துள்ளனர்,2584,8
வட்டத்தில்,2583,6
அவரைச்,2583,4
கண்டன,2583,4
மாணவியர்,2583,5
பேரரசு,2582,4
மாரி,2581,2
மிஸ்ரா,2581,3
எமக்கு,2580,4
கொடுத்தனர்,2580,6
குஜராத்தில்,2580,6
தியானம்,2579,4
விழிப்புணர்வை,2578,7
பெற்றன,2577,4
அவருக்கும்,2577,6
தலைவி,2576,3
இந்துக்கள்,2576,6
கூறுகிறார்கள்,2576,7
ரேடியோ,2576,3
வெள்ளத்தால்,2576,6
விமர்சனங்கள்,2576,8
மறுபடி,2575,4
தொடர்ச்சியான,2575,7
விளையாட்டில்,2575,6
வைக்கப்பட்டிருந்த,2575,10
தருவது,2574,4
வந்துள்ளன,2574,6
நோயால்,2573,3
தயாரித்த,2573,5
திசம்பர்,2572,5
துன்பம்,2572,4
மனிதர்களை,2572,6
லட்ச,2572,3
ஒவ்வொரு,2572,5
காசி,2571,2
கருதுகிறேன்,2571,6
ஆசிரியை,2571,4
சந்தர்ப்பம்,2570,7
கிம்,2568,2
பார்த்துப்,2567,5
சர்வ,2566,3
துல்லியமாக,2565,6
கலர்,2565,3
தொகுதியின்,2564,5
இருப்பவர்,2564,6
மீனவர்களின்,2564,7
கிடந்தது,2562,5
தந்தார்,2562,4
மூலமாகவும்,2562,6
கட்டாய,2561,4
இயந்திரங்கள்,2560,8
எதுக்கு,2560,4
மக்களவையில்,2560,7
மூன்றில்,2559,4
பக்கங்கள்,2559,6
சுகம்,2559,3
பூக்கும்,2558,4
பேரன்,2558,3
காதலும்,2558,4
அணிகளும்,2558,5
ராஜபக்ச,2558,5
இலைகள்,2557,4
விண்ணப்பிக்கலாம்,2557,9
அல்லாஹ்வின்,2555,6
ஆரஞ்சு,2554,4
டு,2554,1
நலக்,2552,3
நிறுவப்பட்டது,2551,8
யோகி,2551,2
விஜயன்,2550,4
பெருகும்,2548,4
வரவேற்றார்,2548,6
மைக்ரோசாப்ட்,2548,6
மயில்,2547,3
காய்கறிகள்,2547,6
போய்ச்,2546,3
வாகனத்தை,2545,5
எண்ணங்கள்,2544,6
கூட்டத்,2544,4
அய்யா,2543,3
நிகழ்ந்தது,2542,6
தயாரிக்கப்பட்ட,2542,9
அவர்களைக்,2541,6
ஒர்,2541,2
அவர்களுக்கும்,2541,8
நேஷனல்,2541,4
போன்றது,2539,4
வானூர்தி,2538,4
எல்லாக்,2538,4
செய்கிறோம்,2538,5
நிலவி,2538,3
சுட்டு,2537,3
